,key
4894,"(8001, 2800, 2800050005, 511055, '511055 - Publications & Printed Materials', 510, '510 - Supplies', 'Expenditures')"
4895,"(1000, 3600, 3600130009, 504030, '504030 - Unemployment Claims - Administration', 500, '500 - Personnel Services', 'Expenditures')"
4896,"(1000, 1000, 1000010011, 500010, '500010 - Salary Base Pay - Civilian', 500, '500 - Personnel Services', 'Expenditures')"
4897,"(1001, 2000, 2000070004, 503015, '503015 - Basic Life Insurance - Activie Civilian', 500, '500 - Personnel Services', 'Expenditures')"
4898,"(1000, 6500, 6500080001, 511070, '511070 - Miscellaneous Office Supplies', 510, '510 - Supplies', 'Expenditures')"
4899,"(8001, 2800, 2800060003, 500010, '500010 - Salary Base Pay - Civilian', 500, '500 - Personnel Services', 'Expenditures')"
4900,"(1000, 9000, 9000010001, 520905, '520905 - Travel - Training Related', 520, '520 - Other Services and Charges', 'Expenditures')"
4901,"(1000, 3600, 3600150062, 503010, '503010 - Health Insurance - Active Civilian', 500, '500 - Personnel Services', 'Expenditures')"
4902,"(1000, 3800, 3800030001, 503090, '503090 - Workers Compensation - Civilian Admin', 500, '500 - Personnel Services', 'Expenditures')"
4903,"(8300, 2000, 2000040003, 500060, '500060 - Overtime - Civilian', 500, '500 - Personnel Services', 'Expenditures')"
4904,"(1000, 3600, 3600130008, 511015, '511015 - Cleaning & Sanitary Supplies', 510, '510 - Supplies', 'Expenditures')"
4905,"(1000, 3600, 3600130004, 511070, '511070 - Miscellaneous Office Supplies', 510, '510 - Supplies', 'Expenditures')"
4906,"(2302, 2000, 2000010011, 522430, '522430 - Miscellaneous Other Services & Charges', 520, '520 - Other Services and Charges', 'Expenditures')"
4907,"(8300, 2000, 2000050002, 520910, '520910 - Travel - Non-Training Related', 520, '520 - Other Services and Charges', 'Expenditures')"
4908,"(1000, 2100, 2100020001, 520805, '520805 - Education & Training', 520, '520 - Other Services and Charges', 'Expenditures')"
4909,"(8001, 2800, 2800010001, 500010, '500010 - Salary Base Pay - Civilian', 500, '500 - Personnel Services', 'Expenditures')"
4910,"(1000, 2500, 2500020001, 500010, '500010 - Salary Base Pay - Civilian', 500, '500 - Personnel Services', 'Expenditures')"
4911,"(8300, 2000, 2000050005, 511070, '511070 - Miscellaneous Office Supplies', 510, '510 - Supplies', 'Expenditures')"
4912,"(8300, 2000, 2000050007, 511140, '511140 - Landscaping & Gardening Supplies', 510, '510 - Supplies', 'Expenditures')"
4913,"(1000, 1000, 1000010037, 500110, '500110 - Bilingual Pay - Civilian', 500, '500 - Personnel Services', 'Expenditures')"
4914,"(8001, 2800, 2800020002, 504030, '504030 - Unemployment Claims - Administration', 500, '500 - Personnel Services', 'Expenditures')"
4915,"(1000, 3800, 3800040001, 501070, '501070 - Pension - Civilian', 500, '500 - Personnel Services', 'Expenditures')"
4916,"(2205, 1500, 1500010001, 511125, '511125 - Food Supplies', 510, '510 - Supplies', 'Expenditures')"
4917,"(1000, 1000, 1000010061, 501120, '501120 - Termination Pay - Civilian', 500, '500 - Personnel Services', 'Expenditures')"
4918,"(1000, 1000, 1000010001, 501090, '501090 - Pension - Police', 500, '500 - Personnel Services', 'Expenditures')"
4919,"(8300, 2000, 2000040014, 521610, '521610 - Voice Services', 520, '520 - Other Services and Charges', 'Expenditures')"
4920,"(8001, 2800, 2800050005, 502010, '502010 - FICA - Civilian', 500, '500 - Personnel Services', 'Expenditures')"
4921,"(1000, 1000, 1000010025, 500010, '500010 - Salary Base Pay - Civilian', 500, '500 - Personnel Services', 'Expenditures')"
4922,"(2205, 1500, 1500030001, 520520, '520520 - Printing & Reproduction Services', 520, '520 - Other Services and Charges', 'Expenditures')"
4923,"(8300, 2000, 2000040010, 520101, '520101 - Janitorial Services', 520, '520 - Other Services and Charges', 'Expenditures')"
4924,"(1001, 2000, 2000070003, 500010, '500010 - Salary Base Pay - Civilian', 500, '500 - Personnel Services', 'Expenditures')"
4925,"(2301, 2000, 2000060014, 522305, '522305 - Freight Charges', 520, '520 - Other Services and Charges', 'Expenditures')"
4926,"(1000, 1600, 1600010001, 511125, '511125 - Food Supplies', 510, '510 - Supplies', 'Expenditures')"
4927,"(8300, 2000, 2000090002, 520119, '520119 - Computer Equipment/Softward Maintenance ', 520, '520 - Other Services and Charges', 'Expenditures')"
4928,"(8300, 2000, 2000050015, 503100, '503100 - Workers Comp-Civilian Claims', 500, '500 - Personnel Services', 'Expenditures')"
4929,"(1000, 3600, 3600130016, 521715, '521715 - Office Equipment Rental', 520, '520 - Other Services and Charges', 'Expenditures')"
4930,"(1000, 2500, 2500020001, 520114, '520114 - Miscellaneous Support Services', 520, '520 - Other Services and Charges', 'Expenditures')"
4931,"(8001, 2800, 2800050005, 520805, '520805 - Education & Training', 520, '520 - Other Services and Charges', 'Expenditures')"
4932,"(1000, 1000, 1000010026, 501090, '501090 - Pension - Police', 500, '500 - Personnel Services', 'Expenditures')"
4933,"(1000, 3600, 3600150017, 503015, '503015 - Basic Life Insurance - Activie Civilian', 500, '500 - Personnel Services', 'Expenditures')"
4934,"(8300, 2000, 2000040003, 503090, '503090 - Workers Compensation - Civilian Admin', 500, '500 - Personnel Services', 'Expenditures')"
4935,"(2302, 2000, 2000010010, 503090, '503090 - Workers Compensation - Civilian Admin', 500, '500 - Personnel Services', 'Expenditures')"
4936,"(1000, 6500, 6500080003, 520805, '520805 - Education & Training', 520, '520 - Other Services and Charges', 'Expenditures')"
4937,"(1000, 3800, 3800020003, 503090, '503090 - Workers Compensation - Civilian Admin', 500, '500 - Personnel Services', 'Expenditures')"
4938,"(8300, 2000, 2000060005, 520118, '520118 - Refuse Disposal', 520, '520 - Other Services and Charges', 'Expenditures')"
4939,"(1000, 6500, 6500030001, 511070, '511070 - Miscellaneous Office Supplies', 510, '510 - Supplies', 'Expenditures')"
4940,"(1011, 9000, 9000130001, 504030, '504030 - Unemployment Claims - Administration', 500, '500 - Personnel Services', 'Expenditures')"
4941,"(1000, 3600, 3600090002, 501070, '501070 - Pension - Civilian', 500, '500 - Personnel Services', 'Expenditures')"
4942,"(1000, 1000, 1000010028, 503080, '503080 - Workers Compensation - Classified Admin', 500, '500 - Personnel Services', 'Expenditures')"
4943,"(8300, 2000, 2000050007, 520123, '520123 - Vehicle & Motor Equipment Services+E38', 520, '520 - Other Services and Charges', 'Expenditures')"
4944,"(1000, 1000, 1000010085, 503015, '503015 - Basic Life Insurance - Activie Civilian', 500, '500 - Personnel Services', 'Expenditures')"
4945,"(1000, 7500, 7500010001, 521715, '521715 - Office Equipment Rental', 520, '520 - Other Services and Charges', 'Expenditures')"
4946,"(2302, 2000, 2000010013, 521405, '521405 - Building Maintenance Services', 520, '520 - Other Services and Charges', 'Expenditures')"
4947,"(1000, 1000, 1000010059, 500190, '500190 - Temporary Higher Class Pay', 500, '500 - Personnel Services', 'Expenditures')"
4948,"(1000, 3800, 3800050017, 504030, '504030 - Unemployment Claims - Administration', 500, '500 - Personnel Services', 'Expenditures')"
4949,"(1000, 6800, 6800030004, 502010, '502010 - FICA - Civilian', 500, '500 - Personnel Services', 'Expenditures')"
4950,"(9000, 8000, 8000130001, 503090, '503090 - Workers Compensation - Civilian Admin', 500, '500 - Personnel Services', 'Expenditures')"
4951,"(2301, 2000, 2000060006, 521610, '521610 - Voice Services', 520, '520 - Other Services and Charges', 'Expenditures')"
4952,"(8300, 2000, 2000040016, 520121, '520121 - Application Services', 520, '520 - Other Services and Charges', 'Expenditures')"
4953,"(8001, 2800, 2800050004, 503050, '503050 - Health Insurance - Retiree Civilian', 500, '500 - Personnel Services', 'Expenditures')"
4954,"(1000, 3600, 3600150064, 511120, '511120 - Clothing', 510, '510 - Supplies', 'Expenditures')"
4955,"(8001, 2800, 2800040015, 511015, '511015 - Cleaning & Sanitary Supplies', 510, '510 - Supplies', 'Expenditures')"
4956,"(2205, 1500, 1500030001, 522430, '522430 - Miscellaneous Other Services & Charges', 520, '520 - Other Services and Charges', 'Expenditures')"
4957,"(1001, 2000, 2000080001, 503100, '503100 - Workers Comp-Civilian Claims', 500, '500 - Personnel Services', 'Expenditures')"
4958,"(1000, 6000, 6000010001, 502010, '502010 - FICA - Civilian', 500, '500 - Personnel Services', 'Expenditures')"
4959,"(1000, 1000, 1000010003, 511070, '511070 - Miscellaneous Office Supplies', 510, '510 - Supplies', 'Expenditures')"
4960,"(8300, 2000, 2000040012, 511020, '511020 - Construction Materials', 510, '510 - Supplies', 'Expenditures')"
4961,"(2301, 2000, 2000060003, 520123, '520123 - Vehicle & Motor Equipment Services+E38', 520, '520 - Other Services and Charges', 'Expenditures')"
4962,"(8001, 2800, 2800040016, 503060, '503060 - Long Term Disability - Civilian', 500, '500 - Personnel Services', 'Expenditures')"
4963,"(1000, 5500, 5500010003, 521715, '521715 - Office Equipment Rental', 520, '520 - Other Services and Charges', 'Expenditures')"
4964,"(1000, 6800, 6800030007, 500010, '500010 - Salary Base Pay - Civilian', 500, '500 - Personnel Services', 'Expenditures')"
4965,"(1000, 6000, 6000070001, 521625, '521625 - Voice Labor', 520, '520 - Other Services and Charges', 'Expenditures')"
4966,"(1000, 1000, 1000010045, 503110, '503110 - Workers Comp-Classified Claims', 500, '500 - Personnel Services', 'Expenditures')"
4967,"(8300, 2000, 2000040007, 521405, '521405 - Building Maintenance Services', 520, '520 - Other Services and Charges', 'Expenditures')"
4968,"(2302, 2000, 2000090003, 503015, '503015 - Basic Life Insurance - Activie Civilian', 500, '500 - Personnel Services', 'Expenditures')"
4969,"(1000, 1000, 1000010078, 521725, '521725 - Other Rental', 520, '520 - Other Services and Charges', 'Expenditures')"
4970,"(1000, 1200, 1200020001, 522435, '522435 - Interest Charges Past Due Accounts', 520, '520 - Other Services and Charges', 'Expenditures')"
4971,"(2302, 2000, 2000010013, 503050, '503050 - Health Insurance - Retiree Civilian', 500, '500 - Personnel Services', 'Expenditures')"
4972,"(1000, 1000, 1000010064, 520123, '520123 - Vehicle & Motor Equipment Services+E38', 520, '520 - Other Services and Charges', 'Expenditures')"
4973,"(1000, 1000, 1000010036, 511070, '511070 - Miscellaneous Office Supplies', 510, '510 - Supplies', 'Expenditures')"
4974,"(8001, 2800, 2800040015, 520120, '520120 - Communications Equipment Services', 520, '520 - Other Services and Charges', 'Expenditures')"
4975,"(1000, 1000, 1000010069, 500020, '500020 - Salary Base Pay - Classified', 500, '500 - Personnel Services', 'Expenditures')"
4976,"(2301, 2000, 2000060002, 500110, '500110 - Bilingual Pay - Civilian', 500, '500 - Personnel Services', 'Expenditures')"
4977,"(1000, 6500, 6500030002, 520520, '520520 - Printing & Reproduction Services', 520, '520 - Other Services and Charges', 'Expenditures')"
4978,"(1000, 1000, 1000010001, 503020, '503020 - Health Insurance - Active Classified', 500, '500 - Personnel Services', 'Expenditures')"
4979,"(8300, 2000, 2000040006, 520765, '520765 - Membership & Professional Fees', 520, '520 - Other Services and Charges', 'Expenditures')"
4980,"(1011, 8000, 8000100004, 520765, '520765 - Membership & Professional Fees', 520, '520 - Other Services and Charges', 'Expenditures')"
4981,"(1000, 1000, 1000010081, 500130, '500130 - Equipment Allowance - Classified', 500, '500 - Personnel Services', 'Expenditures')"
4982,"(8300, 2000, 2000040002, 503050, '503050 - Health Insurance - Retiree Civilian', 500, '500 - Personnel Services', 'Expenditures')"
4983,"(1000, 3600, 3600150016, 521405, '521405 - Building Maintenance Services', 520, '520 - Other Services and Charges', 'Expenditures')"
4984,"(2100, 3600, 3600130013, 511035, '511035 - Meters, Hydrants & Plumbing Supplies', 510, '510 - Supplies', 'Expenditures')"
4985,"(1000, 1000, 1000010035, 500070, '500070 - Overtime - Classified', 500, '500 - Personnel Services', 'Expenditures')"
4986,"(1000, 1000, 1000010036, 500130, '500130 - Equipment Allowance - Classified', 500, '500 - Personnel Services', 'Expenditures')"
4987,"(1000, 1000, 1000010025, 521610, '521610 - Voice Services', 520, '520 - Other Services and Charges', 'Expenditures')"
4988,"(8300, 2000, 2000040019, 503015, '503015 - Basic Life Insurance - Activie Civilian', 500, '500 - Personnel Services', 'Expenditures')"
4989,"(1000, 6000, 6000050001, 522430, '522430 - Miscellaneous Other Services & Charges', 520, '520 - Other Services and Charges', 'Expenditures')"
4990,"(2302, 2000, 2000010010, 511010, '511010 - Chemical, Gases & Special Fluids', 510, '510 - Supplies', 'Expenditures')"
4991,"(2302, 2000, 2000010017, 511110, '511110 - Fuel', 510, '510 - Supplies', 'Expenditures')"
4992,"(8300, 2000, 2000040006, 503010, '503010 - Health Insurance - Active Civilian', 500, '500 - Personnel Services', 'Expenditures')"
4993,"(2301, 2000, 2000060004, 503090, '503090 - Workers Compensation - Civilian Admin', 500, '500 - Personnel Services', 'Expenditures')"
4994,"(2301, 2000, 2000060014, 503050, '503050 - Health Insurance - Retiree Civilian', 500, '500 - Personnel Services', 'Expenditures')"
4995,"(1000, 6500, 6500070002, 511110, '511110 - Fuel', 510, '510 - Supplies', 'Expenditures')"
4996,"(1000, 1000, 1000010062, 503010, '503010 - Health Insurance - Active Civilian', 500, '500 - Personnel Services', 'Expenditures')"
4997,"(8300, 2000, 2000040004, 511145, '511145 - Small Tools & Minor Equipment', 510, '510 - Supplies', 'Expenditures')"
4998,"(1000, 2000, 2000010003, 520118, '520118 - Refuse Disposal', 520, '520 - Other Services and Charges', 'Expenditures')"
4999,"(1000, 2100, 2100050003, 503060, '503060 - Long Term Disability - Civilian', 500, '500 - Personnel Services', 'Expenditures')"
5000,"(1000, 3800, 3800020006, 511010, '511010 - Chemical, Gases & Special Fluids', 510, '510 - Supplies', 'Expenditures')"
5001,"(1000, 3800, 3800010002, 503015, '503015 - Basic Life Insurance - Activie Civilian', 500, '500 - Personnel Services', 'Expenditures')"
5002,"(1000, 1000, 1000010021, 500120, '500120 - Bilingual Pay - Classified', 500, '500 - Personnel Services', 'Expenditures')"
5003,"(1000, 2100, 2100010003, 522435, '522435 - Interest Charges Past Due Accounts', 520, '520 - Other Services and Charges', 'Expenditures')"
5004,"(1000, 6500, 6500030001, 502010, '502010 - FICA - Civilian', 500, '500 - Personnel Services', 'Expenditures')"
5005,"(8300, 2000, 2000040016, 521715, '521715 - Office Equipment Rental', 520, '520 - Other Services and Charges', 'Expenditures')"
5006,"(1000, 1000, 1000010065, 503090, '503090 - Workers Compensation - Civilian Admin', 500, '500 - Personnel Services', 'Expenditures')"
5007,"(1000, 3600, 3600150026, 503010, '503010 - Health Insurance - Active Civilian', 500, '500 - Personnel Services', 'Expenditures')"
5008,"(1001, 2000, 2000060010, 503015, '503015 - Basic Life Insurance - Activie Civilian', 500, '500 - Personnel Services', 'Expenditures')"
5009,"(1000, 3600, 3600150043, 511120, '511120 - Clothing', 510, '510 - Supplies', 'Expenditures')"
5010,"(1000, 1200, 1200020002, 502020, '502020 - FICA - Classified', 500, '500 - Personnel Services', 'Expenditures')"
5011,"(1000, 2100, 2100060005, 500010, '500010 - Salary Base Pay - Civilian', 500, '500 - Personnel Services', 'Expenditures')"
5012,"(1000, 3600, 3600150009, 511120, '511120 - Clothing', 510, '510 - Supplies', 'Expenditures')"
5013,"(1000, 1000, 1000010032, 511070, '511070 - Miscellaneous Office Supplies', 510, '510 - Supplies', 'Expenditures')"
5014,"(1000, 5500, 5500010007, 520910, '520910 - Travel - Non-Training Related', 520, '520 - Other Services and Charges', 'Expenditures')"
5015,"(8001, 2800, 2800040021, 520124, '520124 - Other Equipment ServicesS', 520, '520 - Other Services and Charges', 'Expenditures')"
5016,"(1000, 3600, 3600010001, 511050, '511050 - Paper & Printing Supplies', 510, '510 - Supplies', 'Expenditures')"
5017,"(8300, 2000, 2000040018, 520124, '520124 - Other Equipment ServicesS', 520, '520 - Other Services and Charges', 'Expenditures')"
5018,"(1004, 9000, 9000120001, 520108, '520108 - Information Resource Services', 520, '520 - Other Services and Charges', 'Expenditures')"
5019,"(1000, 2100, 2100050003, 500210, '500210 - Pay for Performance Plan - Municipal', 500, '500 - Personnel Services', 'Expenditures')"
5020,"(1000, 2100, 2100010001, 520116, '520116 - Parking Services Contract', 520, '520 - Other Services and Charges', 'Expenditures')"
5021,"(2402, 2000, 2000020009, 520755, '520755 - Contingency', 520, '520 - Other Services and Charges', 'Expenditures')"
5022,"(1000, 6800, 6800050001, 520910, '520910 - Travel - Non-Training Related', 520, '520 - Other Services and Charges', 'Expenditures')"
5023,"(8300, 2000, 2000050014, 502010, '502010 - FICA - Civilian', 500, '500 - Personnel Services', 'Expenditures')"
5024,"(1000, 6000, 6000050001, 520510, '520510 - Mail/Delivery Services', 520, '520 - Other Services and Charges', 'Expenditures')"
5025,"(1000, 3600, 3600150026, 502010, '502010 - FICA - Civilian', 500, '500 - Personnel Services', 'Expenditures')"
5026,"(8300, 2000, 2000050006, 520102, '520102 - Security Services', 520, '520 - Other Services and Charges', 'Expenditures')"
5027,"(1000, 1000, 1000010014, 503020, '503020 - Health Insurance - Active Classified', 500, '500 - Personnel Services', 'Expenditures')"
5028,"(1000, 1000, 1000010049, 503020, '503020 - Health Insurance - Active Classified', 500, '500 - Personnel Services', 'Expenditures')"
5029,"(1000, 1000, 1000010028, 502010, '502010 - FICA - Civilian', 500, '500 - Personnel Services', 'Expenditures')"
5030,"(1000, 1000, 1000010008, 500020, '500020 - Salary Base Pay - Classified', 500, '500 - Personnel Services', 'Expenditures')"
5031,"(8300, 2000, 2000040011, 503060, '503060 - Long Term Disability - Civilian', 500, '500 - Personnel Services', 'Expenditures')"
5032,"(1000, 3600, 3600150001, 501120, '501120 - Termination Pay - Civilian', 500, '500 - Personnel Services', 'Expenditures')"
5033,"(8300, 2000, 2000040019, 511150, '511150 - Miscellaneous Parts & Supplies', 510, '510 - Supplies', 'Expenditures')"
5034,"(1000, 1600, 1600020001, 501120, '501120 - Termination Pay - Civilian', 500, '500 - Personnel Services', 'Expenditures')"
5035,"(1000, 1000, 1000010054, 521610, '521610 - Voice Services', 520, '520 - Other Services and Charges', 'Expenditures')"
5036,"(1000, 1000, 1000010083, 503010, '503010 - Health Insurance - Active Civilian', 500, '500 - Personnel Services', 'Expenditures')"
5037,"(8601, 4200, 4200020003, 522430, '522430 - Miscellaneous Other Services & Charges', 520, '520 - Other Services and Charges', 'Expenditures')"
5038,"(1000, 3800, 3800040003, 520805, '520805 - Education & Training', 520, '520 - Other Services and Charges', 'Expenditures')"
5039,"(1000, 3800, 3800060003, 503010, '503010 - Health Insurance - Active Civilian', 500, '500 - Personnel Services', 'Expenditures')"
5040,"(1000, 6800, 6800050001, 520123, '520123 - Vehicle & Motor Equipment Services+E38', 520, '520 - Other Services and Charges', 'Expenditures')"
5041,"(1000, 1000, 1000010083, 504030, '504030 - Unemployment Claims - Administration', 500, '500 - Personnel Services', 'Expenditures')"
5042,"(1000, 1000, 1000010033, 503025, '503025 - Basic Life Insurance - Active Classified', 500, '500 - Personnel Services', 'Expenditures')"
5043,"(1000, 1000, 1000010061, 501090, '501090 - Pension - Police', 500, '500 - Personnel Services', 'Expenditures')"
5044,"(1000, 1000, 1000010088, 503110, '503110 - Workers Comp-Classified Claims', 500, '500 - Personnel Services', 'Expenditures')"
5045,"(1000, 3600, 3600150006, 511070, '511070 - Miscellaneous Office Supplies', 510, '510 - Supplies', 'Expenditures')"
5046,"(1000, 2500, 2500010001, 503090, '503090 - Workers Compensation - Civilian Admin', 500, '500 - Personnel Services', 'Expenditures')"
5047,"(1000, 1200, 1200050007, 511120, '511120 - Clothing', 510, '510 - Supplies', 'Expenditures')"
5048,"(1000, 3600, 3600130010, 520910, '520910 - Travel - Non-Training Related', 520, '520 - Other Services and Charges', 'Expenditures')"
5049,"(1000, 1000, 1000010036, 503010, '503010 - Health Insurance - Active Civilian', 500, '500 - Personnel Services', 'Expenditures')"
5050,"(1001, 6800, 6800020001, 503090, '503090 - Workers Compensation - Civilian Admin', 500, '500 - Personnel Services', 'Expenditures')"
5051,"(8300, 2000, 2000040003, 501120, '501120 - Termination Pay - Civilian', 500, '500 - Personnel Services', 'Expenditures')"
5052,"(1000, 6500, 6500030001, 501070, '501070 - Pension - Civilian', 500, '500 - Personnel Services', 'Expenditures')"
5053,"(1000, 1200, 1200030001, 500050, '500050 - Salary-Education/Incentive Pay - Classif', 500, '500 - Personnel Services', 'Expenditures')"
5054,"(1000, 3600, 3600150008, 502010, '502010 - FICA - Civilian', 500, '500 - Personnel Services', 'Expenditures')"
5055,"(1000, 1000, 1000010041, 502020, '502020 - FICA - Classified', 500, '500 - Personnel Services', 'Expenditures')"
5056,"(2402, 2000, 2000020009, 501070, '501070 - Pension - Civilian', 500, '500 - Personnel Services', 'Expenditures')"
5057,"(1003, 2500, 2500050001, 511110, '511110 - Fuel', 510, '510 - Supplies', 'Expenditures')"
5058,"(1001, 2500, 2500030001, 504030, '504030 - Unemployment Claims - Administration', 500, '500 - Personnel Services', 'Expenditures')"
5059,"(1000, 1000, 1000010071, 500020, '500020 - Salary Base Pay - Classified', 500, '500 - Personnel Services', 'Expenditures')"
5060,"(8001, 2800, 2800060003, 503050, '503050 - Health Insurance - Retiree Civilian', 500, '500 - Personnel Services', 'Expenditures')"
5061,"(1000, 3600, 3600150060, 511135, '511135 - Recreational Supplies', 510, '510 - Supplies', 'Expenditures')"
5062,"(1000, 3600, 3600150003, 503015, '503015 - Basic Life Insurance - Activie Civilian', 500, '500 - Personnel Services', 'Expenditures')"
5063,"(8001, 2800, 2800050004, 520805, '520805 - Education & Training', 520, '520 - Other Services and Charges', 'Expenditures')"
5064,"(8001, 2800, 2800040009, 503010, '503010 - Health Insurance - Active Civilian', 500, '500 - Personnel Services', 'Expenditures')"
5065,"(1000, 6500, 6500080003, 520121, '520121 - Application Services', 520, '520 - Other Services and Charges', 'Expenditures')"
5066,"(1001, 2500, 2500030001, 501120, '501120 - Termination Pay - Civilian', 500, '500 - Personnel Services', 'Expenditures')"
5067,"(2301, 2000, 2000060004, 501070, '501070 - Pension - Civilian', 500, '500 - Personnel Services', 'Expenditures')"
5068,"(8001, 2800, 2800040010, 511150, '511150 - Miscellaneous Parts & Supplies', 510, '510 - Supplies', 'Expenditures')"
5069,"(8601, 4200, 4200010001, 531160, '531160 - Cost of Issuance Expense - Commercial Pa', 530, '530 - Debt Service and Other Uses', 'Expenditures')"
5070,"(8001, 2800, 2800060015, 500110, '500110 - Bilingual Pay - Civilian', 500, '500 - Personnel Services', 'Expenditures')"
5071,"(1000, 2500, 2500030001, 520110, '520110 - Management Consulting Services', 520, '520 - Other Services and Charges', 'Expenditures')"
5072,"(1000, 1600, 1600020001, 500010, '500010 - Salary Base Pay - Civilian', 500, '500 - Personnel Services', 'Expenditures')"
5073,"(1000, 1000, 1000010070, 503025, '503025 - Basic Life Insurance - Active Classified', 500, '500 - Personnel Services', 'Expenditures')"
5074,"(1000, 3600, 3600150001, 500010, '500010 - Salary Base Pay - Civilian', 500, '500 - Personnel Services', 'Expenditures')"
5075,"(1000, 1000, 1000010027, 500090, '500090 - Premium Pay - Civilian', 500, '500 - Personnel Services', 'Expenditures')"
5076,"(8001, 2800, 2800050004, 503015, '503015 - Basic Life Insurance - Activie Civilian', 500, '500 - Personnel Services', 'Expenditures')"
5077,"(1000, 1000, 1000010015, 511045, '511045 - Computer Supplies', 510, '510 - Supplies', 'Expenditures')"
5078,"(1000, 1000, 1000010029, 500120, '500120 - Bilingual Pay - Classified', 500, '500 - Personnel Services', 'Expenditures')"
5079,"(1000, 2100, 2100010003, 503090, '503090 - Workers Compensation - Civilian Admin', 500, '500 - Personnel Services', 'Expenditures')"
5080,"(8300, 2000, 2000050006, 500070, '500070 - Overtime - Classified', 500, '500 - Personnel Services', 'Expenditures')"
5081,"(8001, 2800, 2800060002, 511120, '511120 - Clothing', 510, '510 - Supplies', 'Expenditures')"
5082,"(1001, 2000, 2000080001, 521605, '521605 - Data Services', 520, '520 - Other Services and Charges', 'Expenditures')"
5083,"(1000, 1000, 1000010049, 503110, '503110 - Workers Comp-Classified Claims', 500, '500 - Personnel Services', 'Expenditures')"
5084,"(1000, 3600, 3600040001, 501070, '501070 - Pension - Civilian', 500, '500 - Personnel Services', 'Expenditures')"
5085,"(1000, 1000, 1000010037, 522430, '522430 - Miscellaneous Other Services & Charges', 520, '520 - Other Services and Charges', 'Expenditures')"
5086,"(1001, 2000, 2000070003, 511055, '511055 - Publications & Printed Materials', 510, '510 - Supplies', 'Expenditures')"
5087,"(1000, 1000, 1000010004, 503010, '503010 - Health Insurance - Active Civilian', 500, '500 - Personnel Services', 'Expenditures')"
5088,"(2301, 2000, 2000060006, 511110, '511110 - Fuel', 510, '510 - Supplies', 'Expenditures')"
5089,"(8001, 2800, 2800040011, 511150, '511150 - Miscellaneous Parts & Supplies', 510, '510 - Supplies', 'Expenditures')"
5090,"(1000, 3600, 3600150046, 501070, '501070 - Pension - Civilian', 500, '500 - Personnel Services', 'Expenditures')"
5091,"(1000, 1200, 1200030005, 500020, '500020 - Salary Base Pay - Classified', 500, '500 - Personnel Services', 'Expenditures')"
5092,"(1000, 5500, 5500010010, 520515, '520515 - Print Shop Services', 520, '520 - Other Services and Charges', 'Expenditures')"
5093,"(8001, 2800, 2800020005, 502010, '502010 - FICA - Civilian', 500, '500 - Personnel Services', 'Expenditures')"
5094,"(1000, 1000, 1000010059, 501070, '501070 - Pension - Civilian', 500, '500 - Personnel Services', 'Expenditures')"
5095,"(1000, 3600, 3600090008, 511115, '511115 - Vehicle Repair & Maintenance Supplies', 510, '510 - Supplies', 'Expenditures')"
5096,"(1000, 1000, 1000010021, 500010, '500010 - Salary Base Pay - Civilian', 500, '500 - Personnel Services', 'Expenditures')"
5097,"(8001, 2800, 2800040018, 520515, '520515 - Print Shop Services', 520, '520 - Other Services and Charges', 'Expenditures')"
5098,"(1000, 1000, 1000010025, 503100, '503100 - Workers Comp-Civilian Claims', 500, '500 - Personnel Services', 'Expenditures')"
5099,"(2200, 1000, 1000010072, 501120, '501120 - Termination Pay - Civilian', 500, '500 - Personnel Services', 'Expenditures')"
5100,"(9000, 8000, 8000150001, 520765, '520765 - Membership & Professional Fees', 520, '520 - Other Services and Charges', 'Expenditures')"
5101,"(1000, 1000, 1000010037, 503070, '503070 - Municipal Pension - Other Classified', 500, '500 - Personnel Services', 'Expenditures')"
5102,"(1001, 2000, 2000060007, 520520, '520520 - Printing & Reproduction Services', 520, '520 - Other Services and Charges', 'Expenditures')"
5103,"(1000, 1000, 1000010013, 511070, '511070 - Miscellaneous Office Supplies', 510, '510 - Supplies', 'Expenditures')"
5104,"(1000, 2500, 2500010001, 511125, '511125 - Food Supplies', 510, '510 - Supplies', 'Expenditures')"
5105,"(8300, 2000, 2000040007, 511040, '511040 - Audiovisual Supplies', 510, '510 - Supplies', 'Expenditures')"
5106,"(1001, 2000, 2000070001, 500110, '500110 - Bilingual Pay - Civilian', 500, '500 - Personnel Services', 'Expenditures')"
5107,"(1000, 1000, 1000010025, 501140, '501140 - Third Party Disability Benefit - Classif', 500, '500 - Personnel Services', 'Expenditures')"
5108,"(1000, 1000, 1000010005, 503090, '503090 - Workers Compensation - Civilian Admin', 500, '500 - Personnel Services', 'Expenditures')"
5109,"(8601, 4200, 4200020007, 520106, '520106 - Architectural Services', 520, '520 - Other Services and Charges', 'Expenditures')"
5110,"(8001, 2800, 2800040019, 511015, '511015 - Cleaning & Sanitary Supplies', 510, '510 - Supplies', 'Expenditures')"
5111,"(8300, 2000, 2000090004, 520910, '520910 - Travel - Non-Training Related', 520, '520 - Other Services and Charges', 'Expenditures')"
5112,"(1001, 2000, 2000070004, 521715, '521715 - Office Equipment Rental', 520, '520 - Other Services and Charges', 'Expenditures')"
5113,"(1000, 3600, 3600150054, 503010, '503010 - Health Insurance - Active Civilian', 500, '500 - Personnel Services', 'Expenditures')"
