,key
7836,"(1000, 5500, 5500010004, 501070, '501070 - Pension - Civilian', 500, '500 - Personnel Services', 'Expenditures')"
7837,"(8300, 2000, 2000040023, 511010, '511010 - Chemical, Gases & Special Fluids', 510, '510 - Supplies', 'Expenditures')"
7838,"(1000, 1200, 1200060004, 520109, '520109 - Medical, Dental & Laboratory Services', 520, '520 - Other Services and Charges', 'Expenditures')"
7839,"(8300, 2000, 2000040022, 520123, '520123 - Vehicle & Motor Equipment Services+E38', 520, '520 - Other Services and Charges', 'Expenditures')"
7840,"(1000, 3600, 3600130002, 503010, '503010 - Health Insurance - Active Civilian', 500, '500 - Personnel Services', 'Expenditures')"
7841,"(8300, 2000, 2000060008, 521610, '521610 - Voice Services', 520, '520 - Other Services and Charges', 'Expenditures')"
7842,"(1000, 1600, 1600030001, 520515, '520515 - Print Shop Services', 520, '520 - Other Services and Charges', 'Expenditures')"
7843,"(8300, 2000, 2000090002, 520805, '520805 - Education & Training', 520, '520 - Other Services and Charges', 'Expenditures')"
7844,"(1000, 1200, 1200060004, 511045, '511045 - Computer Supplies', 510, '510 - Supplies', 'Expenditures')"
7845,"(1000, 3400, 3400030001, 500110, '500110 - Bilingual Pay - Civilian', 500, '500 - Personnel Services', 'Expenditures')"
7846,"(8300, 2000, 2000060005, 520118, '520118 - Refuse Disposal', 520, '520 - Other Services and Charges', 'Expenditures')"
7847,"(1000, 2100, 2100090006, 501070, '501070 - Pension - Civilian', 500, '500 - Personnel Services', 'Expenditures')"
7848,"(8001, 2800, 2800060016, 521605, '521605 - Data Services', 520, '520 - Other Services and Charges', 'Expenditures')"
7849,"(8001, 2800, 2800050004, 511050, '511050 - Paper & Printing Supplies', 510, '510 - Supplies', 'Expenditures')"
7850,"(8300, 2000, 2000040004, 511125, '511125 - Food Supplies', 510, '510 - Supplies', 'Expenditures')"
7851,"(1000, 5100, 5100010001, 503010, '503010 - Health Insurance - Active Civilian', 500, '500 - Personnel Services', 'Expenditures')"
7852,"(1001, 2000, 2000060008, 521610, '521610 - Voice Services', 520, '520 - Other Services and Charges', 'Expenditures')"
7853,"(1000, 2100, 2100050004, 503015, '503015 - Basic Life Insurance - Activie Civilian', 500, '500 - Personnel Services', 'Expenditures')"
7854,"(8001, 2800, 2800040012, 511050, '511050 - Paper & Printing Supplies', 510, '510 - Supplies', 'Expenditures')"
7855,"(1000, 5500, 5500010009, 511060, '511060 - Postage', 510, '510 - Supplies', 'Expenditures')"
7856,"(2302, 2000, 2000010010, 511025, '511025 - Electrical Hardware & Parts', 510, '510 - Supplies', 'Expenditures')"
7857,"(1000, 1000, 1000010046, 503090, '503090 - Workers Compensation - Civilian Admin', 500, '500 - Personnel Services', 'Expenditures')"
7858,"(2302, 2000, 2000010010, 551015, '551015 - Non-Capital Computer Equipment', 550, '550 - Non-Capital Purchases', 'Expenditures')"
7859,"(8300, 2000, 2000090001, 520765, '520765 - Membership & Professional Fees', 520, '520 - Other Services and Charges', 'Expenditures')"
7860,"(1000, 3800, 3800030002, 511060, '511060 - Postage', 510, '510 - Supplies', 'Expenditures')"
7861,"(8300, 2000, 2000040022, 511020, '511020 - Construction Materials', 510, '510 - Supplies', 'Expenditures')"
7862,"(1000, 7000, 7000010001, 501070, '501070 - Pension - Civilian', 500, '500 - Personnel Services', 'Expenditures')"
7863,"(1000, 3400, 3400010002, 503090, '503090 - Workers Compensation - Civilian Admin', 500, '500 - Personnel Services', 'Expenditures')"
7864,"(1000, 1200, 1200020002, 502010, '502010 - FICA - Civilian', 500, '500 - Personnel Services', 'Expenditures')"
7865,"(2302, 2000, 2000010011, 520110, '520110 - Management Consulting Services', 520, '520 - Other Services and Charges', 'Expenditures')"
7866,"(1000, 3600, 3600130004, 511010, '511010 - Chemical, Gases & Special Fluids', 510, '510 - Supplies', 'Expenditures')"
7867,"(1000, 1200, 1200060001, 503015, '503015 - Basic Life Insurance - Activie Civilian', 500, '500 - Personnel Services', 'Expenditures')"
7868,"(8001, 2800, 2800040012, 511025, '511025 - Electrical Hardware & Parts', 510, '510 - Supplies', 'Expenditures')"
7869,"(8001, 2800, 2800040017, 500010, '500010 - Salary Base Pay - Civilian', 500, '500 - Personnel Services', 'Expenditures')"
7870,"(2302, 2000, 2000010012, 511050, '511050 - Paper & Printing Supplies', 510, '510 - Supplies', 'Expenditures')"
7871,"(8300, 2000, 2000050014, 500010, '500010 - Salary Base Pay - Civilian', 500, '500 - Personnel Services', 'Expenditures')"
7872,"(1000, 3600, 3600020004, 503010, '503010 - Health Insurance - Active Civilian', 500, '500 - Personnel Services', 'Expenditures')"
7873,"(1000, 1000, 1000010094, 503010, '503010 - Health Insurance - Active Civilian', 500, '500 - Personnel Services', 'Expenditures')"
7874,"(1000, 3600, 3600020001, 520805, '520805 - Education & Training', 520, '520 - Other Services and Charges', 'Expenditures')"
7875,"(2402, 2000, 2000020009, 504030, '504030 - Unemployment Claims - Administration', 500, '500 - Personnel Services', 'Expenditures')"
7876,"(1000, 3600, 3600130012, 511015, '511015 - Cleaning & Sanitary Supplies', 510, '510 - Supplies', 'Expenditures')"
7877,"(8300, 2000, 2000040015, 520765, '520765 - Membership & Professional Fees', 520, '520 - Other Services and Charges', 'Expenditures')"
7878,"(8001, 2800, 2800060015, 511050, '511050 - Paper & Printing Supplies', 510, '510 - Supplies', 'Expenditures')"
7879,"(1000, 1000, 1000010026, 503015, '503015 - Basic Life Insurance - Activie Civilian', 500, '500 - Personnel Services', 'Expenditures')"
7880,"(1000, 1600, 1600010001, 520705, '520705 - Insurance Fees', 520, '520 - Other Services and Charges', 'Expenditures')"
7881,"(8300, 2000, 2000060005, 521730, '521730 - Parking Space Rental', 520, '520 - Other Services and Charges', 'Expenditures')"
7882,"(1000, 3600, 3600150024, 511015, '511015 - Cleaning & Sanitary Supplies', 510, '510 - Supplies', 'Expenditures')"
7883,"(1000, 2100, 2100050004, 503010, '503010 - Health Insurance - Active Civilian', 500, '500 - Personnel Services', 'Expenditures')"
7884,"(1000, 3600, 3600150001, 501070, '501070 - Pension - Civilian', 500, '500 - Personnel Services', 'Expenditures')"
7885,"(1000, 1600, 1600020001, 501070, '501070 - Pension - Civilian', 500, '500 - Personnel Services', 'Expenditures')"
7886,"(1000, 6500, 6500070001, 501120, '501120 - Termination Pay - Civilian', 500, '500 - Personnel Services', 'Expenditures')"
7887,"(8300, 2000, 2000040012, 511145, '511145 - Small Tools & Minor Equipment', 510, '510 - Supplies', 'Expenditures')"
7888,"(8300, 2000, 2000040010, 520128, '520128 - Other Construction Work Services', 520, '520 - Other Services and Charges', 'Expenditures')"
7889,"(9000, 8000, 8000120001, 520515, '520515 - Print Shop Services', 520, '520 - Other Services and Charges', 'Expenditures')"
7890,"(1000, 3600, 3600070006, 500060, '500060 - Overtime - Civilian', 500, '500 - Personnel Services', 'Expenditures')"
7891,"(1000, 1000, 1000010032, 500060, '500060 - Overtime - Civilian', 500, '500 - Personnel Services', 'Expenditures')"
7892,"(1000, 8000, 8000010001, 511070, '511070 - Miscellaneous Office Supplies', 510, '510 - Supplies', 'Expenditures')"
7893,"(1000, 2100, 2100020001, 520805, '520805 - Education & Training', 520, '520 - Other Services and Charges', 'Expenditures')"
7894,"(8305, 2000, 2000050005, 560220, '560220 - Cap Exp - Vehicles', 560, '560 - Capital Purchases', 'Expenditures')"
7895,"(1000, 1600, 1600030001, 503090, '503090 - Workers Compensation - Civilian Admin', 500, '500 - Personnel Services', 'Expenditures')"
7896,"(1000, 6500, 6500030003, 501070, '501070 - Pension - Civilian', 500, '500 - Personnel Services', 'Expenditures')"
7897,"(8001, 2800, 2800040012, 500090, '500090 - Premium Pay - Civilian', 500, '500 - Personnel Services', 'Expenditures')"
7898,"(2302, 2000, 2000010010, 560220, '560220 - Cap Exp - Vehicles', 560, '560 - Capital Purchases', 'Expenditures')"
7899,"(8300, 2000, 2000040023, 503060, '503060 - Long Term Disability - Civilian', 500, '500 - Personnel Services', 'Expenditures')"
7900,"(1000, 2100, 2100020001, 511095, '511095 - Small Technical & Scientific Equipment', 510, '510 - Supplies', 'Expenditures')"
7901,"(1000, 1000, 1000010016, 521405, '521405 - Building Maintenance Services', 520, '520 - Other Services and Charges', 'Expenditures')"
7902,"(8300, 2000, 2000050002, 521625, '521625 - Voice Labor', 520, '520 - Other Services and Charges', 'Expenditures')"
7903,"(1000, 3800, 3800020006, 500010, '500010 - Salary Base Pay - Civilian', 500, '500 - Personnel Services', 'Expenditures')"
7904,"(1000, 1000, 1000010052, 500020, '500020 - Salary Base Pay - Classified', 500, '500 - Personnel Services', 'Expenditures')"
7905,"(8001, 2800, 2800040017, 520109, '520109 - Medical, Dental & Laboratory Services', 520, '520 - Other Services and Charges', 'Expenditures')"
7906,"(1000, 3800, 3800050017, 500110, '500110 - Bilingual Pay - Civilian', 500, '500 - Personnel Services', 'Expenditures')"
7907,"(1000, 5000, 5000010001, 520510, '520510 - Mail/Delivery Services', 520, '520 - Other Services and Charges', 'Expenditures')"
7908,"(1000, 1000, 1000010008, 500020, '500020 - Salary Base Pay - Classified', 500, '500 - Personnel Services', 'Expenditures')"
7909,"(2201, 1000, 1000010091, 500070, '500070 - Overtime - Classified', 500, '500 - Personnel Services', 'Expenditures')"
7910,"(8300, 2000, 2000040023, 521730, '521730 - Parking Space Rental', 520, '520 - Other Services and Charges', 'Expenditures')"
7911,"(1000, 3800, 3800060001, 503090, '503090 - Workers Compensation - Civilian Admin', 500, '500 - Personnel Services', 'Expenditures')"
7912,"(1001, 2000, 2000070002, 511150, '511150 - Miscellaneous Parts & Supplies', 510, '510 - Supplies', 'Expenditures')"
7913,"(8001, 2800, 2800050004, 503090, '503090 - Workers Compensation - Civilian Admin', 500, '500 - Personnel Services', 'Expenditures')"
7914,"(1000, 3600, 3600130001, 503060, '503060 - Long Term Disability - Civilian', 500, '500 - Personnel Services', 'Expenditures')"
7915,"(1000, 5500, 5500010011, 511050, '511050 - Paper & Printing Supplies', 510, '510 - Supplies', 'Expenditures')"
7916,"(1000, 1000, 1000010026, 503110, '503110 - Workers Comp-Classified Claims', 500, '500 - Personnel Services', 'Expenditures')"
7917,"(1000, 1000, 1000010033, 502020, '502020 - FICA - Classified', 500, '500 - Personnel Services', 'Expenditures')"
7918,"(1000, 3600, 3600150042, 511120, '511120 - Clothing', 510, '510 - Supplies', 'Expenditures')"
7919,"(1000, 1000, 1000010051, 500050, '500050 - Salary-Education/Incentive Pay - Classif', 500, '500 - Personnel Services', 'Expenditures')"
7920,"(1000, 3600, 3600130002, 511010, '511010 - Chemical, Gases & Special Fluids', 510, '510 - Supplies', 'Expenditures')"
7921,"(1000, 1000, 1000010069, 503010, '503010 - Health Insurance - Active Civilian', 500, '500 - Personnel Services', 'Expenditures')"
7922,"(2301, 2000, 2000060006, 503090, '503090 - Workers Compensation - Civilian Admin', 500, '500 - Personnel Services', 'Expenditures')"
7923,"(8300, 2000, 2000090002, 503090, '503090 - Workers Compensation - Civilian Admin', 500, '500 - Personnel Services', 'Expenditures')"
7924,"(1000, 1000, 1000010053, 520114, '520114 - Miscellaneous Support Services', 520, '520 - Other Services and Charges', 'Expenditures')"
7925,"(1000, 3600, 3600150027, 500010, '500010 - Salary Base Pay - Civilian', 500, '500 - Personnel Services', 'Expenditures')"
7926,"(1000, 3600, 3600150017, 503015, '503015 - Basic Life Insurance - Activie Civilian', 500, '500 - Personnel Services', 'Expenditures')"
7927,"(1000, 3800, 3800010004, 504030, '504030 - Unemployment Claims - Administration', 500, '500 - Personnel Services', 'Expenditures')"
7928,"(1000, 5500, 5500010011, 521715, '521715 - Office Equipment Rental', 520, '520 - Other Services and Charges', 'Expenditures')"
7929,"(8001, 2800, 2800020002, 521905, '521905 - Legal Services', 520, '520 - Other Services and Charges', 'Expenditures')"
7930,"(1000, 1000, 1000010008, 500060, '500060 - Overtime - Civilian', 500, '500 - Personnel Services', 'Expenditures')"
7931,"(1000, 1000, 1000010019, 500130, '500130 - Equipment Allowance - Classified', 500, '500 - Personnel Services', 'Expenditures')"
7932,"(1000, 3600, 3600150005, 503010, '503010 - Health Insurance - Active Civilian', 500, '500 - Personnel Services', 'Expenditures')"
7933,"(1000, 1000, 1000010044, 502010, '502010 - FICA - Civilian', 500, '500 - Personnel Services', 'Expenditures')"
7934,"(8001, 2800, 2800060010, 511015, '511015 - Cleaning & Sanitary Supplies', 510, '510 - Supplies', 'Expenditures')"
7935,"(8300, 2000, 2000040007, 511145, '511145 - Small Tools & Minor Equipment', 510, '510 - Supplies', 'Expenditures')"
7936,"(1000, 1200, 1200060003, 424050, '424050 - Interfund Fire Protection Services', 424, '424 - Charges for Services', 'Revenues')"
7937,"(8300, 2000, 2000040014, 521610, '521610 - Voice Services', 520, '520 - Other Services and Charges', 'Expenditures')"
7938,"(1001, 2000, 2000070003, 521605, '521605 - Data Services', 520, '520 - Other Services and Charges', 'Expenditures')"
7939,"(8300, 2000, 2000040010, 511055, '511055 - Publications & Printed Materials', 510, '510 - Supplies', 'Expenditures')"
7940,"(1000, 6400, 6400040001, 520805, '520805 - Education & Training', 520, '520 - Other Services and Charges', 'Expenditures')"
7941,"(8001, 2800, 2800060007, 502010, '502010 - FICA - Civilian', 500, '500 - Personnel Services', 'Expenditures')"
7942,"(1000, 1000, 1000010016, 520515, '520515 - Print Shop Services', 520, '520 - Other Services and Charges', 'Expenditures')"
7943,"(1000, 1000, 1000010017, 503010, '503010 - Health Insurance - Active Civilian', 500, '500 - Personnel Services', 'Expenditures')"
7944,"(1000, 3600, 3600150013, 511135, '511135 - Recreational Supplies', 510, '510 - Supplies', 'Expenditures')"
7945,"(8300, 2000, 2000050002, 520910, '520910 - Travel - Non-Training Related', 520, '520 - Other Services and Charges', 'Expenditures')"
7946,"(8601, 4200, 4200010001, 520110, '520110 - Management Consulting Services', 520, '520 - Other Services and Charges', 'Expenditures')"
7947,"(2205, 1500, 1500040001, 511145, '511145 - Small Tools & Minor Equipment', 510, '510 - Supplies', 'Expenditures')"
7948,"(1000, 2100, 2100070004, 511070, '511070 - Miscellaneous Office Supplies', 510, '510 - Supplies', 'Expenditures')"
7949,"(1000, 3800, 3800060002, 501070, '501070 - Pension - Civilian', 500, '500 - Personnel Services', 'Expenditures')"
7950,"(1000, 2500, 2500030001, 503015, '503015 - Basic Life Insurance - Activie Civilian', 500, '500 - Personnel Services', 'Expenditures')"
7951,"(1000, 8000, 8000020001, 503060, '503060 - Long Term Disability - Civilian', 500, '500 - Personnel Services', 'Expenditures')"
7952,"(1000, 3600, 3600150027, 511115, '511115 - Vehicle Repair & Maintenance Supplies', 510, '510 - Supplies', 'Expenditures')"
7953,"(1000, 2100, 2100010001, 520116, '520116 - Parking Services Contract', 520, '520 - Other Services and Charges', 'Expenditures')"
7954,"(1000, 3600, 3600150024, 503015, '503015 - Basic Life Insurance - Activie Civilian', 500, '500 - Personnel Services', 'Expenditures')"
7955,"(1000, 6400, 6400040001, 522430, '522430 - Miscellaneous Other Services & Charges', 520, '520 - Other Services and Charges', 'Expenditures')"
7956,"(8601, 4200, 4200020005, 503010, '503010 - Health Insurance - Active Civilian', 500, '500 - Personnel Services', 'Expenditures')"
7957,"(1000, 3600, 3600150029, 501070, '501070 - Pension - Civilian', 500, '500 - Personnel Services', 'Expenditures')"
7958,"(1000, 1000, 1000010078, 503110, '503110 - Workers Comp-Classified Claims', 500, '500 - Personnel Services', 'Expenditures')"
7959,"(1000, 3800, 3800030001, 503010, '503010 - Health Insurance - Active Civilian', 500, '500 - Personnel Services', 'Expenditures')"
7960,"(1000, 3600, 3600070010, 511015, '511015 - Cleaning & Sanitary Supplies', 510, '510 - Supplies', 'Expenditures')"
7961,"(1000, 6400, 6400010001, 522430, '522430 - Miscellaneous Other Services & Charges', 520, '520 - Other Services and Charges', 'Expenditures')"
7962,"(1001, 2000, 2000070001, 501120, '501120 - Termination Pay - Civilian', 500, '500 - Personnel Services', 'Expenditures')"
7963,"(1000, 1000, 1000010013, 504030, '504030 - Unemployment Claims - Administration', 500, '500 - Personnel Services', 'Expenditures')"
7964,"(8300, 2000, 2000050007, 521505, '521505 - Electricity', 520, '520 - Other Services and Charges', 'Expenditures')"
7965,"(1000, 1000, 1000010017, 511050, '511050 - Paper & Printing Supplies', 510, '510 - Supplies', 'Expenditures')"
7966,"(9000, 8000, 8000120001, 503060, '503060 - Long Term Disability - Civilian', 500, '500 - Personnel Services', 'Expenditures')"
7967,"(2301, 2000, 2000060006, 500010, '500010 - Salary Base Pay - Civilian', 500, '500 - Personnel Services', 'Expenditures')"
7968,"(1000, 3600, 3600070002, 503090, '503090 - Workers Compensation - Civilian Admin', 500, '500 - Personnel Services', 'Expenditures')"
7969,"(8300, 2000, 2000040008, 520118, '520118 - Refuse Disposal', 520, '520 - Other Services and Charges', 'Expenditures')"
7970,"(1000, 3600, 3600130004, 503015, '503015 - Basic Life Insurance - Activie Civilian', 500, '500 - Personnel Services', 'Expenditures')"
7971,"(1000, 1000, 1000010083, 500070, '500070 - Overtime - Classified', 500, '500 - Personnel Services', 'Expenditures')"
7972,"(2100, 3600, 3600150041, 520510, '520510 - Mail/Delivery Services', 520, '520 - Other Services and Charges', 'Expenditures')"
7973,"(1000, 3800, 3800040004, 511070, '511070 - Miscellaneous Office Supplies', 510, '510 - Supplies', 'Expenditures')"
7974,"(2100, 3600, 3600110006, 503100, '503100 - Workers Comp-Civilian Claims', 500, '500 - Personnel Services', 'Expenditures')"
7975,"(8001, 2800, 2800040010, 500010, '500010 - Salary Base Pay - Civilian', 500, '500 - Personnel Services', 'Expenditures')"
7976,"(1000, 9000, 9000010001, 503060, '503060 - Long Term Disability - Civilian', 500, '500 - Personnel Services', 'Expenditures')"
7977,"(1000, 1000, 1000010010, 501020, '501020 - Clothing Allowance - Classified', 500, '500 - Personnel Services', 'Expenditures')"
7978,"(1000, 3800, 3800020009, 511070, '511070 - Miscellaneous Office Supplies', 510, '510 - Supplies', 'Expenditures')"
7979,"(9000, 8000, 8000120001, 551020, '551020 - Non-Capital Communication/Electrical Equ', 550, '550 - Non-Capital Purchases', 'Expenditures')"
7980,"(1000, 3800, 3800010004, 511070, '511070 - Miscellaneous Office Supplies', 510, '510 - Supplies', 'Expenditures')"
7981,"(1000, 3800, 3800050008, 503060, '503060 - Long Term Disability - Civilian', 500, '500 - Personnel Services', 'Expenditures')"
7982,"(8300, 2000, 2000050014, 522305, '522305 - Freight Charges', 520, '520 - Other Services and Charges', 'Expenditures')"
7983,"(1000, 1000, 1000010001, 520805, '520805 - Education & Training', 520, '520 - Other Services and Charges', 'Expenditures')"
7984,"(8001, 2800, 2800040006, 511015, '511015 - Cleaning & Sanitary Supplies', 510, '510 - Supplies', 'Expenditures')"
7985,"(2100, 3600, 3600150041, 511135, '511135 - Recreational Supplies', 510, '510 - Supplies', 'Expenditures')"
7986,"(1000, 3600, 3600130015, 511145, '511145 - Small Tools & Minor Equipment', 510, '510 - Supplies', 'Expenditures')"
7987,"(1000, 1200, 1200050004, 511115, '511115 - Vehicle Repair & Maintenance Supplies', 510, '510 - Supplies', 'Expenditures')"
7988,"(1000, 3800, 3800060006, 520100, '520100 - Temporary Personnel Services', 520, '520 - Other Services and Charges', 'Expenditures')"
7989,"(1000, 6000, 6000010001, 501160, '501160 - Vehicle Allowance - Civilian', 500, '500 - Personnel Services', 'Expenditures')"
7990,"(8601, 4200, 4200050001, 503015, '503015 - Basic Life Insurance - Activie Civilian', 500, '500 - Personnel Services', 'Expenditures')"
7991,"(8300, 2000, 2000050013, 511025, '511025 - Electrical Hardware & Parts', 510, '510 - Supplies', 'Expenditures')"
7992,"(1000, 1000, 1000010045, 503090, '503090 - Workers Compensation - Civilian Admin', 500, '500 - Personnel Services', 'Expenditures')"
7993,"(8300, 2000, 2000040017, 521505, '521505 - Electricity', 520, '520 - Other Services and Charges', 'Expenditures')"
7994,"(1000, 3600, 3600070002, 500010, '500010 - Salary Base Pay - Civilian', 500, '500 - Personnel Services', 'Expenditures')"
7995,"(1000, 3600, 3600070006, 503090, '503090 - Workers Compensation - Civilian Admin', 500, '500 - Personnel Services', 'Expenditures')"
7996,"(1000, 3600, 3600070007, 500010, '500010 - Salary Base Pay - Civilian', 500, '500 - Personnel Services', 'Expenditures')"
7997,"(1000, 3400, 3400040001, 522430, '522430 - Miscellaneous Other Services & Charges', 520, '520 - Other Services and Charges', 'Expenditures')"
7998,"(8300, 2000, 2000040018, 511030, '511030 - Mechanical Hardware & Parts', 510, '510 - Supplies', 'Expenditures')"
7999,"(1000, 3800, 3800050018, 426420, '426420 - Building Space Rental Fees', 424, '424 - Charges for Services', 'Revenues')"
8000,"(8300, 2000, 2000090001, 511045, '511045 - Computer Supplies', 510, '510 - Supplies', 'Expenditures')"
8001,"(8300, 2000, 2000050015, 503015, '503015 - Basic Life Insurance - Activie Civilian', 500, '500 - Personnel Services', 'Expenditures')"
8002,"(1000, 5500, 5500010014, 520121, '520121 - Application Services', 520, '520 - Other Services and Charges', 'Expenditures')"
8003,"(1000, 1200, 1200060002, 501040, '501040 - Earned Leave - Classified', 500, '500 - Personnel Services', 'Expenditures')"
8004,"(8300, 2000, 2000060005, 521605, '521605 - Data Services', 520, '520 - Other Services and Charges', 'Expenditures')"
8005,"(9000, 8000, 8000120001, 501070, '501070 - Pension - Civilian', 500, '500 - Personnel Services', 'Expenditures')"
8006,"(1000, 1200, 1200040001, 503090, '503090 - Workers Compensation - Civilian Admin', 500, '500 - Personnel Services', 'Expenditures')"
8007,"(1001, 2000, 2000060010, 511070, '511070 - Miscellaneous Office Supplies', 510, '510 - Supplies', 'Expenditures')"
8008,"(1000, 1000, 1000010005, 501160, '501160 - Vehicle Allowance - Civilian', 500, '500 - Personnel Services', 'Expenditures')"
8009,"(1000, 3600, 3600150072, 511135, '511135 - Recreational Supplies', 510, '510 - Supplies', 'Expenditures')"
8010,"(1000, 1000, 1000010046, 503080, '503080 - Workers Compensation - Classified Admin', 500, '500 - Personnel Services', 'Expenditures')"
8011,"(8300, 2000, 2000050002, 501120, '501120 - Termination Pay - Civilian', 500, '500 - Personnel Services', 'Expenditures')"
8012,"(1000, 1000, 1000010079, 503080, '503080 - Workers Compensation - Classified Admin', 500, '500 - Personnel Services', 'Expenditures')"
8013,"(1000, 1000, 1000010094, 522430, '522430 - Miscellaneous Other Services & Charges', 520, '520 - Other Services and Charges', 'Expenditures')"
8014,"(1000, 1000, 1000010045, 500070, '500070 - Overtime - Classified', 500, '500 - Personnel Services', 'Expenditures')"
8015,"(1000, 3800, 3800040003, 511060, '511060 - Postage', 510, '510 - Supplies', 'Expenditures')"
8016,"(1000, 3600, 3600130005, 511060, '511060 - Postage', 510, '510 - Supplies', 'Expenditures')"
8017,"(1000, 1000, 1000010084, 500020, '500020 - Salary Base Pay - Classified', 500, '500 - Personnel Services', 'Expenditures')"
8018,"(1000, 2100, 2100090001, 503090, '503090 - Workers Compensation - Civilian Admin', 500, '500 - Personnel Services', 'Expenditures')"
8019,"(2402, 2000, 2000020009, 520905, '520905 - Travel - Training Related', 520, '520 - Other Services and Charges', 'Expenditures')"
8020,"(1000, 1000, 1000010025, 502020, '502020 - FICA - Classified', 500, '500 - Personnel Services', 'Expenditures')"
8021,"(1000, 7000, 7000010001, 521730, '521730 - Parking Space Rental', 520, '520 - Other Services and Charges', 'Expenditures')"
8022,"(1000, 3600, 3600130002, 511015, '511015 - Cleaning & Sanitary Supplies', 510, '510 - Supplies', 'Expenditures')"
8023,"(1000, 1200, 1200040001, 503100, '503100 - Workers Comp-Civilian Claims', 500, '500 - Personnel Services', 'Expenditures')"
8024,"(1000, 1000, 1000010069, 501020, '501020 - Clothing Allowance - Classified', 500, '500 - Personnel Services', 'Expenditures')"
8025,"(1000, 1000, 1000010041, 520805, '520805 - Education & Training', 520, '520 - Other Services and Charges', 'Expenditures')"
8026,"(1001, 2000, 2000070003, 511145, '511145 - Small Tools & Minor Equipment', 510, '510 - Supplies', 'Expenditures')"
8027,"(1000, 3800, 3800030001, 504030, '504030 - Unemployment Claims - Administration', 500, '500 - Personnel Services', 'Expenditures')"
8028,"(8300, 2000, 2000040017, 511080, '511080 - General Laboratory Supplies', 510, '510 - Supplies', 'Expenditures')"
8029,"(1000, 3600, 3600150023, 502010, '502010 - FICA - Civilian', 500, '500 - Personnel Services', 'Expenditures')"
8030,"(1000, 2100, 2100020001, 501120, '501120 - Termination Pay - Civilian', 500, '500 - Personnel Services', 'Expenditures')"
8031,"(1000, 6000, 6000030001, 503010, '503010 - Health Insurance - Active Civilian', 500, '500 - Personnel Services', 'Expenditures')"
8032,"(8001, 2800, 2800050005, 503060, '503060 - Long Term Disability - Civilian', 500, '500 - Personnel Services', 'Expenditures')"
8033,"(8300, 2000, 2000050007, 500060, '500060 - Overtime - Civilian', 500, '500 - Personnel Services', 'Expenditures')"
8034,"(1000, 3800, 3800050029, 500010, '500010 - Salary Base Pay - Civilian', 500, '500 - Personnel Services', 'Expenditures')"
8035,"(8300, 2000, 2000040021, 551010, '551010 - Non-Capital Office Furniture & Equipment', 550, '550 - Non-Capital Purchases', 'Expenditures')"
8036,"(1000, 1200, 1200060006, 500110, '500110 - Bilingual Pay - Civilian', 500, '500 - Personnel Services', 'Expenditures')"
8037,"(2201, 1000, 1000010002, 503050, '503050 - Health Insurance - Retiree Civilian', 500, '500 - Personnel Services', 'Expenditures')"
8038,"(1000, 1000, 1000010032, 502010, '502010 - FICA - Civilian', 500, '500 - Personnel Services', 'Expenditures')"
8039,"(1000, 3800, 3800040006, 520765, '520765 - Membership & Professional Fees', 520, '520 - Other Services and Charges', 'Expenditures')"
8040,"(1004, 6500, 6500050003, 520100, '520100 - Temporary Personnel Services', 520, '520 - Other Services and Charges', 'Expenditures')"
8041,"(1000, 3800, 3800020002, 503060, '503060 - Long Term Disability - Civilian', 500, '500 - Personnel Services', 'Expenditures')"
8042,"(1001, 2000, 2000070005, 500010, '500010 - Salary Base Pay - Civilian', 500, '500 - Personnel Services', 'Expenditures')"
8043,"(8300, 2000, 2000080001, 521515, '521515 - Electricity  Franchise Fee Expense', 520, '520 - Other Services and Charges', 'Expenditures')"
8044,"(1000, 3600, 3600130015, 511040, '511040 - Audiovisual Supplies', 510, '510 - Supplies', 'Expenditures')"
8045,"(2202, 1000, 1000010053, 432010, '432010 - Interest on Pooled Investments', 432, '432 - Interest/Investment Income', 'Revenues')"
8046,"(8300, 2000, 2000040007, 503050, '503050 - Health Insurance - Retiree Civilian', 500, '500 - Personnel Services', 'Expenditures')"
8047,"(8601, 4200, 4200050001, 520605, '520605 - Advertising Services', 520, '520 - Other Services and Charges', 'Expenditures')"
8048,"(1000, 1000, 1000010011, 500070, '500070 - Overtime - Classified', 500, '500 - Personnel Services', 'Expenditures')"
8049,"(2301, 2000, 2000060001, 520805, '520805 - Education & Training', 520, '520 - Other Services and Charges', 'Expenditures')"
8050,"(1000, 3600, 3600090001, 504030, '504030 - Unemployment Claims - Administration', 500, '500 - Personnel Services', 'Expenditures')"
8051,"(1000, 1000, 1000010025, 500060, '500060 - Overtime - Civilian', 500, '500 - Personnel Services', 'Expenditures')"
8052,"(1000, 1000, 1000010065, 500110, '500110 - Bilingual Pay - Civilian', 500, '500 - Personnel Services', 'Expenditures')"
8053,"(1000, 3600, 3600130005, 500060, '500060 - Overtime - Civilian', 500, '500 - Personnel Services', 'Expenditures')"
8054,"(1000, 3600, 3600130003, 503010, '503010 - Health Insurance - Active Civilian', 500, '500 - Personnel Services', 'Expenditures')"
8055,"(1000, 1000, 1000010062, 500010, '500010 - Salary Base Pay - Civilian', 500, '500 - Personnel Services', 'Expenditures')"
8056,"(1000, 1000, 1000010057, 511150, '511150 - Miscellaneous Parts & Supplies', 510, '510 - Supplies', 'Expenditures')"
