,Fund Id,Business Area,Fund Center Id,GL Account,GL Description,GL Category,GL Category Description,Revenue or Expenditure,Fiscal Year,Original Budget,Current Budget,Actuals,3Y_Past_Actuals,2Y_Past_Actuals,1Y_Past_Actuals,2Y_1Y_Actuals_Mean,3Y_2Y_1Y_Actuals_Mean,3Y_Past_Original_Budget,2Y_Past_Original_Budget,1Y_Past_Original_Budget,2Y_1Y_Original_Budget_Mean,3Y_2Y_1Y_Original_Budget_Mean,3Y_Past_OA_Difference,2Y_Past_OA_Difference,1Y_Past_OA_Difference,2Y_1Y_OA_Difference_Mean,3Y_2Y_1Y_OA_Difference_Mean
4033,2302,2000,2000010011,511070,511070 - Miscellaneous Office Supplies,510,510 - Supplies,Expenditures,2016,1000,1000,7146.69,811.41,760.32,685.46,722.8900000000001,722.8900000000001,832.0,1161.0,815.0,988.0,988.0,-20.590000000000032,-400.68,-129.53999999999996,-265.11,-265.11
4034,1000,3600,3600130004,511040,511040 - Audiovisual Supplies,510,510 - Supplies,Expenditures,2016,300,300,0,1044.09,1210.45,1289.89,1250.17,1250.17,1040.0,1527.0,1305.0,1416.0,1416.0,4.089999999999918,-316.5499999999999,-15.1099999999999,-165.8299999999999,-165.8299999999999
4035,1000,3600,3600020007,500110,500110 - Bilingual Pay - Civilian,500,500 - Personnel Services,Expenditures,2016,2711,2711,1814.1,579.37,577.43,607.46,592.4449999999999,592.4449999999999,580.0,779.0,597.0,688.0,688.0,-0.6299999999999955,-201.57000000000005,10.460000000000036,-95.555,-95.555
4036,1000,1200,1200060003,511070,511070 - Miscellaneous Office Supplies,510,510 - Supplies,Expenditures,2016,1200,1200,637.42,888.04,847.25,764.53,805.89,805.89,800.0,1110.0,912.0,1011.0,1011.0,88.03999999999996,-262.75,-147.47000000000003,-205.11,-205.11
4037,1000,3600,3600090005,500180,500180 - Temporary Employees,500,500 - Personnel Services,Expenditures,2016,770485,834165,835195.98,371.34,466.08,463.15,464.615,464.615,385.0,615.0,514.0,564.5,564.5,-13.660000000000027,-148.92000000000004,-50.850000000000016,-99.88500000000003,-99.88500000000003
4038,2302,2000,2000010009,511115,511115 - Vehicle Repair & Maintenance Supplies,510,510 - Supplies,Expenditures,2016,5300,5300,4055.9,481.73,470.67,438.44,454.555,454.555,522.0,688.0,512.0,600.0,600.0,-40.269999999999975,-217.33,-73.56,-145.445,-145.445
4039,1000,5500,5500010008,511050,511050 - Paper & Printing Supplies,510,510 - Supplies,Expenditures,2016,50,50,12.18,0.0,29.55,41.21,35.38,35.38,47.0,61.0,46.0,53.5,53.5,-47.0,-31.45,-4.789999999999999,-18.119999999999997,-18.119999999999997
4040,2302,2000,2000090003,503100,503100 - Workers Comp-Civilian Claims,500,500 - Personnel Services,Expenditures,2016,100,100,0,260.31,293.55,149.86,221.705,221.705,282.0,387.0,300.0,343.5,343.5,-21.69,-93.45,-150.14,-121.79499999999999,-121.79499999999999
4041,2302,2000,2000010009,500060,500060 - Overtime - Civilian,500,500 - Personnel Services,Expenditures,2016,213977,213977,233675.2,431.78,450.38,406.98,428.68,428.68,463.0,622.0,526.0,574.0,574.0,-31.220000000000034,-171.62,-119.01999999999998,-145.32,-145.32
4042,2301,2000,2000060002,503050,503050 - Health Insurance - Retiree Civilian,500,500 - Personnel Services,Expenditures,2016,28000,23000.74,20270.16,1324.01,1293.38,1358.4,1325.89,1325.89,1372.0,1836.0,1489.0,1662.5,1662.5,-47.99000000000001,-542.6199999999999,-130.5999999999999,-336.6099999999999,-336.6099999999999
4043,2305,2100,2100090004,500010,500010 - Salary Base Pay - Civilian,500,500 - Personnel Services,Expenditures,2016,110220,106733,130273.21,357.74,374.54,363.94,369.24,369.24,369.0,518.0,442.0,480.0,480.0,-11.259999999999993,-143.45999999999995,-78.06,-110.75999999999998,-110.75999999999998
4044,1000,1000,1000010029,501070,501070 - Pension - Civilian,500,500 - Personnel Services,Expenditures,2016,25587,25587,32443.23,3961.56,4254.8,4314.74,4284.77,4284.77,4207.0,5764.0,4480.0,5122.0,5122.0,-245.44000000000003,-1509.1999999999994,-165.26000000000022,-837.2299999999998,-837.2299999999998
4045,1000,3600,3600150063,503090,503090 - Workers Compensation - Civilian Admin,500,500 - Personnel Services,Expenditures,2016,720,720,819.97,3463.76,3525.62,3600.79,3563.205,3563.205,3867.0,4935.0,3851.0,4393.0,4393.0,-403.23999999999984,-1409.38,-250.21000000000004,-829.7950000000001,-829.7950000000001
4046,1000,2100,2100070001,511070,511070 - Miscellaneous Office Supplies,510,510 - Supplies,Expenditures,2016,250,250,35,151.74,128.83,201.27,165.05,165.05,184.0,312.0,297.0,304.5,304.5,-32.25999999999999,-183.17,-95.73,-139.45,-139.45
4047,1000,1000,1000010049,511045,511045 - Computer Supplies,510,510 - Supplies,Expenditures,2016,2566,2566,821.49,434.22,483.87,529.19,506.53000000000003,506.53000000000003,475.0,691.0,533.0,612.0,612.0,-40.779999999999966,-207.13,-3.8099999999999454,-105.46999999999997,-105.46999999999997
4048,2205,1500,1500040001,521610,521610 - Voice Services,520,520 - Other Services and Charges,Expenditures,2016,5263,5263,0.32,187.62,191.28,212.61,201.945,201.945,204.0,277.0,214.0,245.5,245.5,-16.379999999999995,-85.72,-1.3899999999999864,-43.55499999999999,-43.55499999999999
4049,1000,6000,6000030001,520105,520105 - Accounting & Auditing Services,520,520 - Other Services and Charges,Expenditures,2016,325000,265000,35552.04,818.11,999.52,1627.51,1313.5149999999999,1313.5149999999999,859.0,1264.0,1653.0,1458.5,1458.5,-40.88999999999999,-264.48,-25.49000000000001,-144.985,-144.985
4050,1000,1000,1000010049,503025,503025 - Basic Life Insurance - Active Classified,500,500 - Personnel Services,Expenditures,2016,2841,2841,2989.77,485.77,139.8,0.0,69.9,69.9,1001.0,92.0,0.0,46.0,46.0,-515.23,47.80000000000001,0.0,23.900000000000006,23.900000000000006
4051,1000,1000,1000010044,511070,511070 - Miscellaneous Office Supplies,510,510 - Supplies,Expenditures,2016,526,526,10366.96,770.27,785.88,771.49,778.685,778.685,795.0,1064.0,827.0,945.5,945.5,-24.73000000000001,-278.12,-55.50999999999999,-166.815,-166.815
4052,8300,2000,2000040014,511110,511110 - Fuel,510,510 - Supplies,Expenditures,2016,83200,83200,79258.29,231.12,242.35,255.8,249.075,249.075,231.0,311.0,256.0,283.5,283.5,0.12000000000000455,-68.65,-0.19999999999998866,-34.425,-34.425
4053,1000,3800,3800020008,500010,500010 - Salary Base Pay - Civilian,500,500 - Personnel Services,Expenditures,2016,406860,406860,372392.09,428.74,436.12,432.6,434.36,434.36,420.0,580.0,449.0,514.5,514.5,8.740000000000009,-143.88,-16.399999999999974,-80.13999999999999,-80.13999999999999
4054,1000,1200,1200060006,500190,500190 - Temporary Higher Class Pay,500,500 - Personnel Services,Expenditures,2016,0,0,2089.46,74.24,54.85,82.47,68.66,68.66,74.0,105.0,87.0,96.0,96.0,0.2399999999999949,-50.15,-4.530000000000001,-27.34,-27.34
4055,8300,2000,2000040022,511120,511120 - Clothing,510,510 - Supplies,Expenditures,2016,21100,11394,11156.7,286.14,277.4,293.54,285.47,285.47,334.0,475.0,266.0,370.5,370.5,-47.86000000000002,-197.6,27.54000000000002,-85.02999999999999,-85.02999999999999
4056,1000,3600,3600090008,500010,500010 - Salary Base Pay - Civilian,500,500 - Personnel Services,Expenditures,2016,0,0,0,144.47,180.66,202.11,191.385,191.385,152.0,276.0,224.0,250.0,250.0,-7.530000000000001,-95.34,-21.889999999999986,-58.614999999999995,-58.614999999999995
4057,8001,2800,2800020004,520520,520520 - Printing & Reproduction Services,520,520 - Other Services and Charges,Expenditures,2016,600,554,30,192.86,139.48,143.56,141.51999999999998,141.51999999999998,197.0,183.0,143.0,163.0,163.0,-4.139999999999986,-43.52000000000001,0.5600000000000023,-21.480000000000004,-21.480000000000004
4058,8300,2000,2000040005,500060,500060 - Overtime - Civilian,500,500 - Personnel Services,Expenditures,2016,0,0,591.04,60.03,93.33,137.95,115.63999999999999,115.63999999999999,55.0,181.0,135.0,158.0,158.0,5.030000000000001,-87.67,2.9499999999999886,-42.36000000000001,-42.36000000000001
4059,2301,2000,2000060006,511150,511150 - Miscellaneous Parts & Supplies,510,510 - Supplies,Expenditures,2016,2000,2000,599.1,91.02,231.74,210.61,221.175,221.175,98.0,314.0,248.0,281.0,281.0,-6.980000000000004,-82.25999999999998,-37.38999999999999,-59.82499999999999,-59.82499999999999
4060,8300,2000,2000040014,522795,522795 - Other Interfund Services,520,520 - Other Services and Charges,Expenditures,2016,500,500,603.24,102.09,76.85,79.09,77.97,77.97,118.0,156.0,79.0,117.5,117.5,-15.909999999999995,-79.15,0.09000000000000341,-39.53,-39.53
4061,1000,9000,9000080001,503010,503010 - Health Insurance - Active Civilian,500,500 - Personnel Services,Expenditures,2016,151718,133117,141094.93,37.62,40.36,55.69,48.025,48.025,39.0,56.0,56.0,56.0,56.0,-1.3800000000000026,-15.64,-0.3100000000000023,-7.975000000000001,-7.975000000000001
4062,8300,2000,2000050002,504010,504010 - Pension - GASB 27 Pension Accrual,500,500 - Personnel Services,Expenditures,2016,0,0,25871554.31,63.12,55.11,38.46,46.785,46.785,63.0,85.0,66.0,75.5,75.5,0.11999999999999746,-29.89,-27.54,-28.715,-28.715
4063,1000,8000,8000010001,502010,502010 - FICA - Civilian,500,500 - Personnel Services,Expenditures,2016,14050,14050,14750.15,52.8,53.46,54.43,53.945,53.945,52.0,70.0,54.0,62.0,62.0,0.7999999999999972,-16.54,0.4299999999999997,-8.055,-8.055
4064,1000,3600,3600150048,511070,511070 - Miscellaneous Office Supplies,510,510 - Supplies,Expenditures,2016,300,300,0,126.59,127.13,129.97,128.55,128.55,126.0,172.0,134.0,153.0,153.0,0.5900000000000034,-44.87000000000001,-4.030000000000001,-24.450000000000006,-24.450000000000006
4065,8001,2800,2800040010,520122,520122 - Office Equipment Services,520,520 - Other Services and Charges,Expenditures,2016,1500,481,577.5,71.4,57.02,75.7,66.36,66.36,79.0,107.0,93.0,100.0,100.0,-7.599999999999994,-49.98,-17.299999999999994,-33.63999999999999,-33.63999999999999
4066,1000,3600,3600150012,503010,503010 - Health Insurance - Active Civilian,500,500 - Personnel Services,Expenditures,2016,16248,15582.45,16247.52,200.01,203.14,206.63,204.885,204.885,196.0,267.0,211.0,239.0,239.0,4.009999999999991,-63.86000000000002,-4.3700000000000045,-34.11500000000001,-34.11500000000001
4067,8300,2000,2000040011,511090,511090 - Medical & Surgical Supplies,510,510 - Supplies,Expenditures,2016,100,100,2460.03,1505.36,1696.41,1487.3,1591.855,1591.855,1632.0,2191.0,1748.0,1969.5,1969.5,-126.6400000000001,-494.5899999999999,-260.70000000000005,-377.645,-377.645
4068,1000,1000,1000010021,501090,501090 - Pension - Police,500,500 - Personnel Services,Expenditures,2016,153147,153147,157775.62,3863.0,4056.62,4285.34,4170.98,4170.98,4191.0,5493.0,4413.0,4953.0,4953.0,-328.0,-1436.38,-127.65999999999985,-782.02,-782.02
4069,1000,3600,3600150011,503060,503060 - Long Term Disability - Civilian,500,500 - Personnel Services,Expenditures,2016,77,77,63.54,600.46,657.8,577.81,617.805,617.805,614.0,925.0,619.0,772.0,772.0,-13.539999999999964,-267.20000000000005,-41.190000000000055,-154.19500000000005,-154.19500000000005
4070,2205,1500,1500040001,520905,520905 - Travel - Training Related,520,520 - Other Services and Charges,Expenditures,2016,45000,45000,19556.44,823.99,868.14,985.37,926.755,926.755,947.0,1139.0,949.0,1044.0,1044.0,-123.01,-270.86,36.37000000000001,-117.245,-117.245
4071,8300,2000,2000090004,503060,503060 - Long Term Disability - Civilian,500,500 - Personnel Services,Expenditures,2016,595,595,444.78,1076.5,1116.67,1306.67,1211.67,1211.67,1110.0,1478.0,1365.0,1421.5,1421.5,-33.5,-361.3299999999999,-58.329999999999934,-209.82999999999993,-209.82999999999993
4072,8300,2000,2000050007,520605,520605 - Advertising Services,520,520 - Other Services and Charges,Expenditures,2016,50000,50000,2518.8,142.99,155.53,171.47,163.5,163.5,168.0,268.0,172.0,220.0,220.0,-25.00999999999999,-112.47,-0.5300000000000011,-56.5,-56.5
4073,8601,4200,4200020006,503010,503010 - Health Insurance - Active Civilian,500,500 - Personnel Services,Expenditures,2016,0,0,0,1873.93,2138.57,2442.49,2290.5299999999997,2290.5299999999997,1905.0,2895.0,2468.0,2681.5,2681.5,-31.06999999999993,-756.4299999999997,-25.51000000000022,-390.96999999999997,-390.96999999999997
4074,1000,1000,1000010059,500060,500060 - Overtime - Civilian,500,500 - Personnel Services,Expenditures,2016,0,0,0,1069.41,1068.97,1109.06,1089.0149999999999,1089.0149999999999,1102.0,1513.0,1330.0,1421.5,1421.5,-32.589999999999925,-444.03,-220.94000000000003,-332.485,-332.485
4075,8300,2000,2000050005,511045,511045 - Computer Supplies,510,510 - Supplies,Expenditures,2016,24000,24000,9233.94,394.11,477.62,527.24,502.43,502.43,436.0,642.0,538.0,590.0,590.0,-41.88999999999999,-164.38,-10.759999999999993,-87.57,-87.57
4076,8001,2800,2800060005,551030,551030 - Non-Capital Machinery & Equipment,550,550 - Non-Capital Purchases,Expenditures,2016,0,0,0,2133.0,2193.48,2445.3,2319.3900000000003,2319.3900000000003,2209.0,3179.0,2595.0,2887.0,2887.0,-76.0,-985.52,-149.69999999999982,-567.6099999999999,-567.6099999999999
4077,1000,3800,3800010004,520805,520805 - Education & Training,520,520 - Other Services and Charges,Expenditures,2016,1500,1500,0,445.37,511.57,417.24,464.405,464.405,557.0,728.0,570.0,649.0,649.0,-111.63,-216.43,-152.76,-184.595,-184.595
4078,1000,1000,1000010048,500070,500070 - Overtime - Classified,500,500 - Personnel Services,Expenditures,2016,12006,12006,2924.84,703.97,701.15,684.63,692.89,692.89,858.0,956.0,758.0,857.0,857.0,-154.02999999999997,-254.85,-73.37,-164.11,-164.11
4079,8300,2000,2000030001,522430,522430 - Miscellaneous Other Services & Charges,520,520 - Other Services and Charges,Expenditures,2016,2600,7600,6174.12,2095.72,2179.67,2154.03,2166.8500000000004,2166.8500000000004,2202.0,2982.0,2297.0,2639.5,2639.5,-106.28000000000021,-802.3299999999997,-142.9699999999998,-472.64999999999975,-472.64999999999975
4080,8300,2000,2000040015,502010,502010 - FICA - Civilian,500,500 - Personnel Services,Expenditures,2016,166471,166471,181884.12,1598.88,1633.48,1680.71,1657.095,1657.095,1712.0,2270.0,1890.0,2080.0,2080.0,-113.11999999999986,-636.52,-209.29,-422.905,-422.905
4081,2301,2000,2000060004,520118,520118 - Refuse Disposal,520,520 - Other Services and Charges,Expenditures,2016,0,0,0,346.8,331.86,268.53,300.195,300.195,331.0,470.0,364.0,417.0,417.0,15.800000000000011,-138.14,-95.47000000000004,-116.805,-116.805
4082,8001,2800,2800040017,503015,503015 - Basic Life Insurance - Activie Civilian,500,500 - Personnel Services,Expenditures,2016,1807,1752,1763.25,412.57,449.65,423.35,436.5,436.5,450.0,651.0,524.0,587.5,587.5,-37.43000000000001,-201.35,-100.64999999999998,-151.0,-151.0
4083,1000,2100,2100010002,520905,520905 - Travel - Training Related,520,520 - Other Services and Charges,Expenditures,2016,5000,5000,13756.92,147.37,135.26,17.28,76.27,76.27,184.0,249.0,0.0,124.5,124.5,-36.63,-113.74,17.28,-48.23,-48.23
4084,1000,1000,1000010051,500070,500070 - Overtime - Classified,500,500 - Personnel Services,Expenditures,2016,97386,97386,90848.98,116.41,96.9,100.81,98.855,98.855,110.0,157.0,122.0,139.5,139.5,6.4099999999999975,-60.1,-21.19,-40.645,-40.645
4085,8300,2000,2000040018,520141,520141 - Engineering Services,520,520 - Other Services and Charges,Expenditures,2016,160000,160000,103717.13,101.96,53.46,64.04,58.75,58.75,181.0,134.0,64.0,99.0,99.0,-79.04,-80.53999999999998,0.04000000000000625,-40.249999999999986,-40.249999999999986
4086,8001,2800,2800040015,522430,522430 - Miscellaneous Other Services & Charges,520,520 - Other Services and Charges,Expenditures,2016,100096,103730,105053.37,318.57,353.02,343.44,348.23,348.23,347.0,465.0,364.0,414.5,414.5,-28.43000000000001,-111.98000000000002,-20.56,-66.27000000000001,-66.27000000000001
4087,8001,2800,2800040003,520114,520114 - Miscellaneous Support Services,520,520 - Other Services and Charges,Expenditures,2016,73535,57973,45168.83,67.92,141.96,118.41,130.185,130.185,85.0,237.0,186.0,211.5,211.5,-17.08,-95.04,-67.59,-81.315,-81.315
4088,1000,3600,3600020005,503010,503010 - Health Insurance - Active Civilian,500,500 - Personnel Services,Expenditures,2016,38499,36922,16320.72,652.98,613.7,546.83,580.2650000000001,580.2650000000001,509.0,814.0,527.0,670.5,670.5,143.98000000000005,-200.29999999999995,19.830000000000037,-90.23499999999996,-90.23499999999996
4089,1000,1000,1000010008,511150,511150 - Miscellaneous Parts & Supplies,510,510 - Supplies,Expenditures,2016,526,526,345,2011.35,1968.5,2008.3,1988.4,1988.4,2476.0,3102.0,2191.0,2646.5,2646.5,-464.65000000000015,-1133.5,-182.70000000000005,-658.1,-658.1
4090,8001,2800,2800040015,511045,511045 - Computer Supplies,510,510 - Supplies,Expenditures,2016,2000,1866,1912.3,1299.96,1272.57,1301.19,1286.88,1286.88,1614.0,1753.0,1348.0,1550.5,1550.5,-314.04,-480.43000000000006,-46.80999999999993,-263.62,-263.62
4091,1000,3600,3600150056,501070,501070 - Pension - Civilian,500,500 - Personnel Services,Expenditures,2016,17837,17837,19520.19,1086.56,1224.19,468.09,846.14,846.14,1298.0,1787.0,168.0,977.5,977.5,-211.44000000000003,-562.81,300.09,-131.35999999999999,-131.35999999999999
4092,1000,3600,3600150005,521405,521405 - Building Maintenance Services,520,520 - Other Services and Charges,Expenditures,2016,100,100,0,0.0,0.0,0.0,0.0,0.0,-1147.0,-614.0,1216.0,301.0,301.0,1147.0,614.0,-1216.0,-301.0,-301.0
4093,1000,1000,1000010037,503100,503100 - Workers Comp-Civilian Claims,500,500 - Personnel Services,Expenditures,2016,28500,28500,0,938.21,890.91,940.75,915.8299999999999,915.8299999999999,1077.0,1206.0,960.0,1083.0,1083.0,-138.78999999999996,-315.0900000000001,-19.25,-167.17000000000004,-167.17000000000004
4094,2301,2000,2000060004,503100,503100 - Workers Comp-Civilian Claims,500,500 - Personnel Services,Expenditures,2016,0,29981,562.93,710.33,762.18,747.58,754.88,754.88,792.0,1060.0,816.0,938.0,938.0,-81.66999999999996,-297.82000000000005,-68.41999999999996,-183.12,-183.12
4095,1001,2000,2000080001,511050,511050 - Paper & Printing Supplies,510,510 - Supplies,Expenditures,2016,200,200,0,425.16,431.68,413.1,422.39,422.39,530.0,636.0,415.0,525.5,525.5,-104.83999999999996,-204.32,-1.8999999999999773,-103.10999999999999,-103.10999999999999
4096,2402,2000,2000020009,521605,521605 - Data Services,520,520 - Other Services and Charges,Expenditures,2016,38400,38400,41232.28,449.89,451.04,399.62,425.33000000000004,425.33000000000004,589.0,701.0,496.0,598.5,598.5,-139.11,-249.96,-96.38,-173.17000000000002,-173.17000000000002
4097,1000,1200,1200050001,503025,503025 - Basic Life Insurance - Active Classified,500,500 - Personnel Services,Expenditures,2016,174,174,343.42,690.57,661.08,622.12,641.6,641.6,869.0,1028.0,777.0,902.5,902.5,-178.42999999999995,-366.92,-154.88,-260.9,-260.9
4098,1000,8000,8000010001,500010,500010 - Salary Base Pay - Civilian,500,500 - Personnel Services,Expenditures,2016,226131,204434.5,213329.95,834.92,793.12,802.79,797.9549999999999,797.9549999999999,909.0,1154.0,885.0,1019.5,1019.5,-74.08000000000004,-360.88,-82.21000000000005,-221.54500000000002,-221.54500000000002
4099,8001,2800,2800040005,520910,520910 - Travel - Non-Training Related,520,520 - Other Services and Charges,Expenditures,2016,2500,1305,1635.13,930.88,877.99,888.26,883.125,883.125,998.0,1340.0,1051.0,1195.5,1195.5,-67.12,-462.01,-162.74,-312.375,-312.375
4100,2302,2000,2000010010,521420,521420 - Infrastructure Maintenance Service,520,520 - Other Services and Charges,Expenditures,2016,300000,300000,0,922.66,916.52,908.08,912.3,912.3,1007.0,1305.0,961.0,1133.0,1133.0,-84.34000000000003,-388.48,-52.91999999999996,-220.7,-220.7
4101,1000,3600,3600150006,500010,500010 - Salary Base Pay - Civilian,500,500 - Personnel Services,Expenditures,2016,56176,56176,54868.6,333.74,383.25,407.88,395.565,395.565,413.0,554.0,396.0,475.0,475.0,-79.25999999999998,-170.75,11.879999999999995,-79.435,-79.435
4102,8601,4200,4200010001,501070,501070 - Pension - Civilian,500,500 - Personnel Services,Expenditures,2016,0,0,0,756.34,707.89,764.94,736.415,736.415,798.0,1048.0,780.0,914.0,914.0,-41.65999999999997,-340.11,-15.059999999999945,-177.58499999999998,-177.58499999999998
4103,1000,3600,3600130003,511040,511040 - Audiovisual Supplies,510,510 - Supplies,Expenditures,2016,500,500,0,671.68,641.3,729.46,685.38,685.38,759.0,1014.0,580.0,797.0,797.0,-87.32000000000004,-372.70000000000016,149.46000000000004,-111.62000000000006,-111.62000000000006
4104,8001,2800,2800060007,511070,511070 - Miscellaneous Office Supplies,510,510 - Supplies,Expenditures,2016,3000,2906,2763.43,514.03,698.66,423.18,560.92,560.92,769.0,775.0,719.0,747.0,747.0,-254.97000000000003,-76.34000000000003,-295.82,-186.08,-186.08
4105,1000,1000,1000010029,500190,500190 - Temporary Higher Class Pay,500,500 - Personnel Services,Expenditures,2016,5000,5000,5613.26,1724.57,1564.84,1562.33,1563.585,1563.585,2102.0,2413.0,1630.0,2021.5,2021.5,-377.43000000000006,-848.1600000000003,-67.67000000000007,-457.9150000000002,-457.9150000000002
4106,1000,1000,1000010053,500110,500110 - Bilingual Pay - Civilian,500,500 - Personnel Services,Expenditures,2016,943,943,888.96,1021.01,1064.11,1020.31,1042.21,1042.21,1117.0,1493.0,1175.0,1334.0,1334.0,-95.99,-428.89000000000016,-154.69000000000003,-291.7900000000001,-291.7900000000001
4107,8300,2000,2000040004,503090,503090 - Workers Compensation - Civilian Admin,500,500 - Personnel Services,Expenditures,2016,14690,14690,10287.06,3013.36,3194.55,408.67,1801.6100000000001,1801.6100000000001,2663.0,4676.0,0.0,2338.0,2338.0,350.3600000000001,-1481.4499999999994,408.67,-536.3899999999996,-536.3899999999996
4108,1000,1000,1000010033,500020,500020 - Salary Base Pay - Classified,500,500 - Personnel Services,Expenditures,2016,10065899,9903968,9673934.29,996.22,1068.82,972.95,1020.885,1020.885,1208.0,1537.0,1192.0,1364.5,1364.5,-211.78,-468.18000000000006,-219.04999999999995,-343.615,-343.615
4109,1000,1000,1000010010,504030,504030 - Unemployment Claims - Administration,500,500 - Personnel Services,Expenditures,2016,100,100,0,2503.43,2522.81,2445.09,2483.95,2483.95,3003.0,3792.0,2880.0,3336.0,3336.0,-499.57000000000016,-1269.19,-434.90999999999985,-852.05,-852.05
4110,8300,2000,2000080001,511150,511150 - Miscellaneous Parts & Supplies,510,510 - Supplies,Expenditures,2016,0,0,81.42,787.28,833.75,925.09,879.4200000000001,879.4200000000001,962.0,1263.0,956.0,1109.5,1109.5,-174.72000000000003,-429.25,-30.909999999999968,-230.07999999999998,-230.07999999999998
4111,1000,3800,3800020002,503015,503015 - Basic Life Insurance - Activie Civilian,500,500 - Personnel Services,Expenditures,2016,468,468,470.76,1683.35,1661.63,1450.47,1556.0500000000002,1556.0500000000002,2085.0,2477.0,1994.0,2235.5,2235.5,-401.65000000000015,-815.3699999999999,-543.53,-679.4499999999999,-679.4499999999999
4112,9000,8000,8000130001,521730,521730 - Parking Space Rental,520,520 - Other Services and Charges,Expenditures,2016,1600,1600,613.75,518.09,858.82,644.21,751.5150000000001,751.5150000000001,535.0,1250.0,1077.0,1163.5,1163.5,-16.909999999999968,-391.18,-432.79,-411.985,-411.985
4113,1000,5100,5100020001,520121,520121 - Application Services,520,520 - Other Services and Charges,Expenditures,2016,87860,92248.55,90539.5,679.08,674.46,818.58,746.52,746.52,1062.0,1029.0,828.0,928.5,928.5,-382.92,-354.54,-9.41999999999996,-181.98,-181.98
4114,1000,3600,3600150027,503015,503015 - Basic Life Insurance - Activie Civilian,500,500 - Personnel Services,Expenditures,2016,19,19,29.32,415.02,425.56,485.19,455.375,455.375,450.0,552.0,443.0,497.5,497.5,-34.98000000000002,-126.44,42.19,-42.125,-42.125
4115,1000,2100,2100090006,501070,501070 - Pension - Civilian,500,500 - Personnel Services,Expenditures,2016,197078,197078,129692.21,397.13,466.24,454.23,460.235,460.235,468.0,644.0,478.0,561.0,561.0,-70.87,-177.76,-23.769999999999985,-100.76499999999999,-100.76499999999999
4116,1000,1000,1000010068,501130,501130 - Termination Pay - Classified,500,500 - Personnel Services,Expenditures,2016,10450,10450,114946.55,749.19,409.74,429.67,419.70500000000004,419.70500000000004,1738.0,625.0,429.0,527.0,527.0,-988.81,-215.26,0.6700000000000159,-107.29499999999999,-107.29499999999999
4117,1000,3600,3600010001,520113,520113 - Photographic Services,520,520 - Other Services and Charges,Expenditures,2016,300,300,0,819.49,831.86,815.58,823.72,823.72,893.0,1157.0,861.0,1009.0,1009.0,-73.50999999999998,-325.14,-45.41999999999996,-185.27999999999997,-185.27999999999997
4118,1000,1200,1200020003,511165,511165 - Fire Fighting Equipment,510,510 - Supplies,Expenditures,2016,273939,457189,416506.56,131.66,108.73,113.54,111.135,111.135,126.0,165.0,103.0,134.0,134.0,5.6599999999999975,-56.27,10.540000000000006,-22.865,-22.865
4119,1000,1000,1000010002,520805,520805 - Education & Training,520,520 - Other Services and Charges,Expenditures,2016,4571,4571,2200,584.18,706.64,756.39,731.515,731.515,741.0,962.0,801.0,881.5,881.5,-156.82000000000005,-255.36,-44.61000000000002,-149.985,-149.985
4120,2302,2000,2000010017,511150,511150 - Miscellaneous Parts & Supplies,510,510 - Supplies,Expenditures,2016,1000,1000,0,300.74,367.65,430.0,398.825,398.825,356.0,484.0,413.0,448.5,448.5,-55.25999999999999,-116.35000000000002,17.0,-49.67500000000001,-49.67500000000001
4121,8300,2000,2000040017,501120,501120 - Termination Pay - Civilian,500,500 - Personnel Services,Expenditures,2016,5000,5000,143.59,859.38,893.9,911.44,902.6700000000001,902.6700000000001,962.0,1346.0,1100.0,1223.0,1223.0,-102.62,-452.1,-188.56,-320.33000000000004,-320.33000000000004
4122,1000,3600,3600150011,511070,511070 - Miscellaneous Office Supplies,510,510 - Supplies,Expenditures,2016,300,300,0,624.5,612.09,575.31,593.7,593.7,655.0,903.0,628.0,765.5,765.5,-30.5,-290.91,-52.69000000000007,-171.80000000000004,-171.80000000000004
4123,1000,1000,1000010012,511060,511060 - Postage,510,510 - Supplies,Expenditures,2016,10,10,0,134.64,137.44,152.11,144.775,144.775,136.0,181.0,140.0,160.5,160.5,-1.3600000000000136,-43.56,12.110000000000017,-15.724999999999993,-15.724999999999993
4124,1000,6000,6000040001,520805,520805 - Education & Training,520,520 - Other Services and Charges,Expenditures,2016,6000,6000,970,162.0,162.49,186.51,174.5,174.5,163.0,218.0,168.0,193.0,193.0,-1.0,-55.50999999999999,18.509999999999987,-18.5,-18.5
4125,1000,6800,6800030001,503090,503090 - Workers Compensation - Civilian Admin,500,500 - Personnel Services,Expenditures,2016,2920,3510,2323.12,448.02,473.25,431.63,452.44,452.44,494.0,671.0,513.0,592.0,592.0,-45.98000000000002,-197.75,-81.37,-139.56,-139.56
4126,1000,2500,2500060001,501070,501070 - Pension - Civilian,500,500 - Personnel Services,Expenditures,2016,277114,281396,245000.69,154.32,146.6,146.01,146.305,146.305,154.0,243.0,194.0,218.5,218.5,0.3199999999999932,-96.4,-47.99000000000001,-72.19500000000001,-72.19500000000001
